STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,rskpovth,Risk of poverty threshold,age,Age class,sex,Sex,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,IS,Iceland,2019,,12.6,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,IS,Iceland,2020,,13.1,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,IT,Italy,2014,,8.5,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,IT,Italy,2015,,8.6,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,IT,Italy,2016,,9.6,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,IT,Italy,2017,,8.2,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,IT,Italy,2018,,8.2,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,IT,Italy,2019,,8.7,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,IT,Italy,2020,,7.2,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,IT,Italy,2021,,7.2,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,IT,Italy,2022,,6.6,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,IT,Italy,2023,,5.7,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,IT,Italy,2024,,5.1,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,IT,Italy,2025,,5.0,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,LT,Lithuania,2014,,7.1,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,LT,Lithuania,2015,,9.1,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,LT,Lithuania,2016,,7.8,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,LT,Lithuania,2017,,7.2,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,LT,Lithuania,2018,,5.6,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,LT,Lithuania,2019,,4.8,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,LT,Lithuania,2020,,2.7,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,LT,Lithuania,2021,,2.7,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,LT,Lithuania,2022,,3.5,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,LT,Lithuania,2023,,5.2,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,LT,Lithuania,2024,,6.2,,p,provisional,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,LT,Lithuania,2025,,5.7,,p,provisional,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,LU,Luxembourg,2014,,6.8,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,LU,Luxembourg,2015,,6.0,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,LU,Luxembourg,2016,,7.0,,b,break in time series,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,LU,Luxembourg,2017,,7.1,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,LU,Luxembourg,2018,,9.3,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,LU,Luxembourg,2019,,10.1,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,LU,Luxembourg,2020,,8.5,,b,break in time series,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,LU,Luxembourg,2021,,5.1,,b,break in time series,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,LU,Luxembourg,2022,,9.0,,b,break in time series,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,LU,Luxembourg,2023,,11.5,,b,break in time series,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,LU,Luxembourg,2024,,8.0,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,LU,Luxembourg,2025,,8.1,,b,break in time series,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,LV,Latvia,2014,,9.6,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,LV,Latvia,2015,,8.1,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,LV,Latvia,2016,,7.0,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,LV,Latvia,2017,,6.9,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,LV,Latvia,2018,,6.7,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,LV,Latvia,2019,,5.4,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,LV,Latvia,2020,,4.8,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,LV,Latvia,2021,,4.9,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,LV,Latvia,2022,,5.4,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,LV,Latvia,2023,,7.2,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,LV,Latvia,2024,,6.7,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,LV,Latvia,2025,,5.7,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,ME,Montenegro,2014,,16.9,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,ME,Montenegro,2015,,16.8,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,ME,Montenegro,2016,,16.5,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,ME,Montenegro,2017,,15.1,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,ME,Montenegro,2018,,14.7,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,ME,Montenegro,2019,,11.7,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,ME,Montenegro,2020,,9.4,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,ME,Montenegro,2021,,8.0,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,ME,Montenegro,2022,,5.8,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,ME,Montenegro,2023,,6.1,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,MK,North Macedonia,2014,,15.6,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,MK,North Macedonia,2015,,12.3,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,MK,North Macedonia,2016,,12.5,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,MK,North Macedonia,2017,,11.7,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,MK,North Macedonia,2018,,10.2,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,MK,North Macedonia,2019,,9.9,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,MK,North Macedonia,2020,,8.5,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,MK,North Macedonia,2021,,7.8,,b,break in time series,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,MK,North Macedonia,2022,,8.9,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,MK,North Macedonia,2023,,8.5,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,MK,North Macedonia,2024,,5.6,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,MT,Malta,2014,,1.6,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,MT,Malta,2015,,1.1,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,MT,Malta,2016,,1.4,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,MT,Malta,2017,,1.4,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,MT,Malta,2018,,1.7,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,MT,Malta,2019,,2.6,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,MT,Malta,2020,,2.8,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,MT,Malta,2021,,2.7,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,MT,Malta,2022,,2.9,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,MT,Malta,2023,,6.0,,b,break in time series,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,MT,Malta,2024,,5.9,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,MT,Malta,2025,,6.0,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,NL,Netherlands,2014,,15.4,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,NL,Netherlands,2015,,14.9,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,NL,Netherlands,2016,,10.7,,b,break in time series,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,NL,Netherlands,2017,,9.4,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,NL,Netherlands,2018,,9.4,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,NL,Netherlands,2019,,9.9,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,NL,Netherlands,2020,,8.3,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,NL,Netherlands,2021,,8.3,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,NL,Netherlands,2022,,10.0,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,NL,Netherlands,2023,,9.3,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,NL,Netherlands,2024,,6.9,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,NL,Netherlands,2025,,6.5,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,NO,Norway,2014,,8.2,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,NO,Norway,2015,,9.4,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,NO,Norway,2016,,9.7,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,NO,Norway,2017,,9.3,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,NO,Norway,2018,,10.6,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,NO,Norway,2019,,10.5,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,NO,Norway,2020,,9.4,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,NO,Norway,2021,,10.9,,b,break in time series,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,NO,Norway,2022,,12.4,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,NO,Norway,2023,,13.9,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,NO,Norway,2024,,15.4,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,NO,Norway,2025,,13.5,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,PL,Poland,2014,,9.6,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,PL,Poland,2015,,8.7,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,PL,Poland,2016,,7.7,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,PL,Poland,2017,,6.7,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,PL,Poland,2018,,6.2,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,PL,Poland,2019,,6.0,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,PL,Poland,2020,,4.9,,b,break in time series,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,PL,Poland,2021,,5.7,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,PL,Poland,2022,,5.6,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,PL,Poland,2023,,5.9,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,PL,Poland,2024,,5.2,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,PL,Poland,2025,,4.1,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,PT,Portugal,2014,,9.2,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,PT,Portugal,2015,,9.1,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,PT,Portugal,2016,,7.5,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,PT,Portugal,2017,,6.7,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,PT,Portugal,2018,,5.7,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,PT,Portugal,2019,,5.7,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,PT,Portugal,2020,,4.1,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,PT,Portugal,2021,,5.9,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,PT,Portugal,2022,,5.0,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,PT,Portugal,2023,,4.9,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,PT,Portugal,2024,,6.9,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,PT,Portugal,2025,,6.3,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,RO,Romania,2014,,16.2,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,RO,Romania,2015,,15.9,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,RO,Romania,2016,,14.4,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,RO,Romania,2017,,12.3,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,RO,Romania,2018,,10.3,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,RO,Romania,2019,,8.6,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,RO,Romania,2020,,7.1,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,RO,Romania,2021,,7.5,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,RO,Romania,2022,,8.5,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,RO,Romania,2023,,9.1,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,RO,Romania,2024,,4.7,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,RO,Romania,2025,,5.0,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,RS,Serbia,2014,,31.7,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,RS,Serbia,2015,,33.7,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,RS,Serbia,2016,,31.0,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,RS,Serbia,2017,,33.6,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,RS,Serbia,2018,,31.3,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,RS,Serbia,2019,,22.7,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,RS,Serbia,2020,,19.5,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,RS,Serbia,2021,,16.6,,,,,
dataflow,ESTAT:TESPM140(1.0),Housing cost overburden rate,A,Annual,PC,Percentage,TOTAL,Total,TOTAL,Total,T,Total,RS,Serbia,2022,,14.8,,,,,
